Protein,Entry,Gene names  (primary ),UniqID,Intensity,Relative_concentration_ECOR2_Glu,Relative_concentration_ECOR51_Glu,Relative_concentration_NCM_Glu,Relative_concentration_ECOR63_Glu,Relative_concentration_AC_Glu,Relative_concentration_ECOR2_Ace,Relative_concentration_ECOR51_Ace,Relative_concentration_NCM_Ace,Relative_concentration_ECOR63_Ace,Relative_concentration_AC_Ace,Relative_concentration_ECOR2_Glu_log2,Relative_concentration_ECOR51_Glu_log2,Relative_concentration_NCM_Glu_log2,Relative_concentration_ECOR63_Glu_log2,Relative_concentration_AC_Glu_log2,Relative_concentration_ECOR2_Ace_log2,Relative_concentration_ECOR51_Ace_log2,Relative_concentration_NCM_Ace_log2,Relative_concentration_ECOR63_Ace_log2,Relative_concentration_AC_Ace_log2,Intensity_1,Intensity_2,Intensity_3,Intensity_4,Intensity_5,Intensity_6,Intensity_7,Intensity_8,Intensity_9,Intensity_10,massfraction_1,massfraction_2,massfraction_3,massfraction_4,massfraction_5,massfraction_6,massfraction_7,massfraction_8,massfraction_9,massfraction_10
RS6_ECOLI,P02358,rpsF,52,15892254950,1.354132562,0.643548236,1.424912919,1.077691274,0.994529872,0.892046665,0.782517309,0.932182098,1.095839058,0.827880314,0.437368977,-0.635879807,0.510873755,0.107943949,-0.007913391,-0.164808912,-0.353805431,-0.101316288,0.13203593,-0.272505881,21520219907,10227432646,22645079395,17126944482,15805322275,14176633030,12435964572,14814475556,17415353691,13156885023,0.003951309,0.001687748,0.004058205,0.003058395,0.002778454,0.002517042,0.002056593,0.002643498,0.002988831,0.002259791
PFLB_ECOLI,P09373,pflB,302,25397119150,0.845041249,1.06233195,0.701109311,1.047908959,0.893055986,1.266782314,0.938106689,0.953777573,1.023159847,1.046451761,-0.24290633,0.08723464,-0.512288701,0.067513383,-0.163177474,0.34116863,-0.092176087,-0.068275235,0.033031553,0.065505808,21461613279,26980171116,17806156702,26613868698,22681049273,32172621357,23825207367,24223202663,25985312538,26576860063,0.003940548,0.004452313,0.003191026,0.004752495,0.003987155,0.005712206,0.003940085,0.004322394,0.004459611,0.004564769
DLDH_ECOLI,P0A9P0,lpdA,181,33163381550,0.643474466,1.161644758,0.781679599,1.328799103,0.581170921,0.857918812,0.891324324,1.212229678,1.198362164,0.628497436,-0.636045194,0.216168947,-0.355350709,0.410123004,-0.782965575,-0.221086968,-0.165977618,0.277663068,0.261063979,-0.670021236,21339789225,38524068347,25923138801,44067471650,19273593011,28451488907,29559328630,40201635335,39741741671,20843100277,0.00391818,0.006357306,0.004645663,0.007869222,0.00338815,0.005051524,0.004888364,0.007173589,0.006820496,0.003579954
RL10_ECOLI,P0A7J3,rplJ,64,16341342700,1.284862894,0.887818883,1.439743006,1.097868484,1.197125582,0.917655296,0.959214296,0.948181718,0.970983735,0.507663466,0.361614419,-0.171662701,0.525811314,0.134705241,0.259574503,-0.123975768,-0.060074935,-0.076764518,-0.042480966,-0.978055655,20996384867,14508152628,23527333858,17940645134,19562639395,14995719666,15674849528,15494562401,15867177963,8295902669,0.003855128,0.002394159,0.004216313,0.003203699,0.003438962,0.00266247,0.002592223,0.002764853,0.002723132,0.001424882
METQ_ECOLI,P28635,metQ,135,17973496500,1.132154524,1.249293153,1.396024007,1.13227016,1.019407541,0.665701807,0.870693461,0.936667933,1.061013112,0.662693578,0.17907088,0.321112052,0.481323751,0.179218227,0.027730931,-0.58705201,-0.199763206,-0.094390419,0.085442485,-0.593586156,20348775375,22454166114,25091432601,20350853758,18322317874,11964989100,15649405873,16835197820,19070115448,11910920708,0.003736221,0.003705424,0.004496614,0.003634095,0.003220923,0.002124368,0.002588015,0.003004076,0.003272822,0.002045787
RL6_ECOLI,P0AG55,rplF,91,17113133733,1.180969467,0.835687927,1.354624125,1.041526827,1.09528553,0.870704064,0.856625934,0.963716136,1.039608253,0.997081936,0.239971665,-0.258963801,0.437892594,0.0587,0.131307015,-0.199745637,-0.22326274,-0.053319834,0.056039992,-0.004216031,20210088422,14301239251,23181863802,17823787875,18743767750,14900475096,14659554171,16492203113,17790955067,17063196512,0.003710757,0.002360014,0.004154402,0.003182831,0.003295011,0.002645559,0.002424319,0.002942872,0.003053292,0.002930728
RL4_ECOLI,P60723,rplD,96,16448265500,1.228439392,0.823764241,1.3742901,0.915337272,1.262072541,0.887734293,0.860498901,0.91081337,0.979581237,1.058731649,0.296826681,-0.279696593,0.458686576,-0.127624667,0.335794836,-0.171800165,-0.216754745,-0.134772625,-0.029762955,0.082336963,20205697272,13549492951,22604688442,15055710475,20758904239,14601689353,14153714387,14981300133,16112412262,17414299255,0.00370995,0.00223596,0.004050967,0.00268853,0.003649256,0.00259251,0.002340666,0.002673267,0.002765219,0.002991033
HISJ_ECOLI,P0AEU0,hisJ,100,12659664973,1.595399793,1.377226235,1.337569304,0.32228457,1.367517612,1.062750052,1.114373257,1.392692597,0.469014753,0.862889545,0.673917996,0.461765569,0.419613644,-1.633592977,0.451559413,0.08780233,0.156232542,0.477876853,-1.09229479,-0.212752197,20197226874,17435222732,16933179267,4080014682,17312314813,13454059610,14107592093,17631021686,5937569646,10923892548,0.003708395,0.002877189,0.00303458,0.000728577,0.003043372,0.00238875,0.002333038,0.003146083,0.001019008,0.001876258
OMPX_ECOLI,P0A917,ompX,86,14610859725,1.374620395,0.605348343,1.16878204,0.439001339,2.169420379,1.268426379,0.902731936,0.496858174,0.371753198,2.180712453,0.459033269,-0.724162527,0.225005915,-1.187702756,1.117309638,0.343039786,-0.147630448,-1.009093995,-1.427582941,1.12479955,20084385762,8844659718,17076910440,6414186977,31697096842,18532799898,13189689692,7259525087,5431633830,31862083757,0.003687677,0.00145956,0.003060338,0.001145395,0.005572107,0.003290474,0.00218124,0.001295391,0.000932179,0.005472545
ACNB_ECOLI,P36683,acnB,430,71331997540,0.278977414,0.998130959,0.545613186,1.428999886,0.388493139,0.794852834,1.135817093,1.225584693,1.580059768,0.645454786,-1.841779769,-0.002698979,-0.874049584,0.515005802,-1.364038974,-0.331240323,0.183730528,0.293470183,0.659979131,-0.631612056,19900016209,71198675118,38919678439,1.01933E+11,27711991655,56698440394,81020102096,87423404283,1.12709E+11,46041579234,0.003653825,0.011749323,0.006974762,0.018202391,0.004871556,0.010066733,0.013398672,0.015599852,0.019343169,0.007907976
SYA_ECOLI,P00957,alaS,226,18142432700,1.08037686,0.843332829,1.300172529,0.967390775,1.096184823,1.057961029,0.877317484,0.959636818,0.984577843,1.016033402,0.111534645,-0.245825979,0.378703078,-0.047829315,0.132491065,0.081286486,-0.188829074,-0.059439585,-0.022422822,0.022947832,19600664472,15300109089,23588292611,17550822026,19887459375,19193986772,15916673413,17410146385,17862637247,18433317622,0.003598861,0.002524849,0.004227238,0.003134087,0.003496063,0.003407867,0.002632214,0.00310667,0.003065594,0.003166056
TKT1_ECOLI,P27302,tktA,164,21726837900,0.894456594,0.803334058,0.976177638,1.124003918,0.758855166,1.162478803,0.817017703,1.244681345,1.183634633,0.698389067,-0.160916621,-0.315928053,-0.034784392,0.168647065,-0.398103534,0.21720441,-0.291560756,0.31577644,0.243223815,-0.517897121,19433713433,17453908861,21209253292,24421050930,16487523182,25256988512,17751211190,27042989815,25716637797,15173786047,0.003568207,0.002880273,0.003800892,0.004360919,0.00289838,0.004484345,0.0029356,0.004825557,0.004413501,0.002606208
SERC_ECOLI,P23721,serC,146,13701109170,1.396201983,0.781230227,1.442784939,0.871565919,1.205756122,1.105111414,0.813339298,1.002713981,0.975251354,0.925841637,0.481507665,-0.356180324,0.528856268,-0.198318312,0.269938135,0.144191825,-0.298070772,0.003910143,-0.036153998,-0.11116265,19129515786,10703720634,19767753959,11941419803,16520196255,15141252123,11143650518,13738293715,13362025271,12685057345,0.003512354,0.001766346,0.003542562,0.002132405,0.002904124,0.002688309,0.001842877,0.002451464,0.002293197,0.002178751
6PGD_ECOLI,P00350,gnd,125,10923573300,1.736851667,1.205439977,0.977514068,0.573557635,1.241788704,1.59683989,1.175772096,0.732533417,0.530028291,0.917729886,0.796474548,0.269559816,-0.03281063,-0.801989629,0.312419713,0.675219665,0.233608444,-0.449033521,-0.915858727,-0.123858505,18972626496,13167711952,10677946569,6265298870,13564769927,17443197584,12843632673,8001882471,5789802891,10024889676,0.003483547,0.002172958,0.001913586,0.001118808,0.002384583,0.003097016,0.002124011,0.001427858,0.000993649,0.001721848
ISCS_ECOLI,P0A6B7,iscS,184,18075530967,1.048425865,1.102280099,1.042967548,1.201267126,0.916245455,0.882533879,0.858446643,0.921335088,1.198023156,0.630103529,0.068224851,0.140490872,0.060694269,0.264557,-0.126193958,-0.180276432,-0.220199628,-0.118202137,0.260655793,-0.666339206,18950854186,19924298061,18852192217,21713541143,16561623096,15952268464,15516878887,16653620913,21654904653,11389455844,0.00347955,0.003287941,0.003378485,0.003877433,0.002911406,0.002832304,0.002566099,0.002971676,0.003716424,0.001956222
RL7_ECOLI,P0A7K2,rplL,51,10063609080,1.86195956,0.369282411,2.053989111,1.921892577,0.89276161,0.71185413,0.515676916,0.748019112,0.684620624,0.383638413,0.896821739,-1.437203547,1.038428533,0.9425277,-0.163653105,-0.490346454,-0.955460629,-0.418852963,-0.54662334,-1.382180911,18738033131,3716313825,20670543467,19341175591,8984403841,7163821685,5189570896,7527771929,6889754331,3860787022,0.003440474,0.000613272,0.00370435,0.003453795,0.001579389,0.001271927,0.000858224,0.001343257,0.001182423,0.000663118
ADHE_ECOLI,P0A9Q7,adhE,238,25774728730,0.718222812,1.458818441,0.674437488,0.567055404,1.136390812,1.036654388,1.636290442,0.68873114,0.491279257,1.809719234,-0.477496619,0.544800342,-0.568243366,-0.818438396,0.184459072,0.051934992,0.71042885,-0.537987187,-1.025384769,0.85576589,18511998146,37600649584,17383443290,14615699202,29290164916,26719485638,42174942263,17751858300,12662589576,46645022337,0.003398972,0.006204922,0.003115272,0.002609956,0.005148986,0.004744009,0.006974667,0.003167646,0.002173159,0.008011622
RS13_ECOLI,P0A7S9,rpsM,66,13313118000,1.373081821,0.643738049,1.365090596,1.153740617,1.132866486,0.931944335,0.662524201,0.944654296,1.05996899,0.960372002,0.457417597,-0.635454351,0.4489967,0.206318915,0.179977843,-0.10168431,-0.593954941,-0.082141635,0.084022058,-0.05833475,18280000305,8570160605,18173612180,15359884981,15081985210,12407084899,8820262860,12576294117,14111492236,12785545791,0.003356375,0.001414262,0.003256877,0.002742847,0.002651297,0.002202861,0.001458648,0.002244117,0.002421821,0.00219601
SERA_ECOLI,P0A9T0,serA,86,13605745450,1.341926674,0.392624272,1.57449597,1.11752229,1.444623507,0.894175963,0.546560197,0.810876907,1.0322282,0.905048213,0.424305841,-1.348778732,0.654890065,0.160303607,0.530693552,-0.161369331,-0.871547694,-0.302445168,0.04576195,-0.143933447,18257912735,5341945903,21422191381,15204723810,19655179711,12165930538,7436358918,11032584787,14044234135,12313855606,0.003352319,0.000881537,0.003839052,0.00271514,0.00345523,0.002160045,0.001229785,0.001968657,0.002410278,0.002114994
PURA_ECOLI,P0A7D4,purA,166,18090139760,0.989360583,0.794706566,1.015981179,1.071762481,0.837232575,1.119200239,0.871884574,1.03229107,1.12286096,1.029040553,-0.015431672,-0.33150583,0.022873677,0.099985217,-0.25629965,0.162468176,-0.197790941,0.045849818,0.167179295,0.041299838,17897671221,14376352851,18379241522,19388333062,15145654289,20246488743,15772513799,18674289731,20312711696,18615487420,0.003286176,0.00237241,0.003293728,0.003462216,0.00266249,0.003594737,0.002608374,0.003332244,0.003486077,0.003197345
PGK_ECOLI,P0A799,pgk,177,22554046190,0.791149823,0.968080673,0.921467343,0.967735494,0.984696141,0.997540268,1.026321564,0.933538009,1.073620265,1.226717582,-0.337977165,-0.046800818,-0.117995057,-0.047315318,-0.022249491,-0.003553015,0.037482823,-0.099219332,0.102483808,0.294803147,17843629655,21834136222,20782817018,21826351028,22208882248,22498569274,23147703969,21055059367,24214481045,27667445013,0.003276253,0.003603105,0.003724471,0.003897578,0.003904151,0.003994591,0.003828044,0.003757069,0.0041557,0.004752085
RS11_ECOLI,P0A7R9,rpsK,51,13245085500,1.327805591,0.772594664,1.342591421,1.05086245,1.158958731,0.874426396,0.838494221,0.866679212,1.035215632,1.040132485,0.409043932,-0.372216381,0.425020329,0.071573844,0.212829195,-0.193591143,-0.254127254,-0.206429995,0.049931308,0.056767301,17586898582,10233082387,17782738164,13918763002,15350507484,11581852376,11105927651,11479240258,13711519559,13776643695,0.003229115,0.00168868,0.003186829,0.002485503,0.002698502,0.002056342,0.001836639,0.002048358,0.002353177,0.002366239
RL17_ECOLI,P0AG44,rplQ,61,11970228250,1.442214721,0.800820018,1.36164231,0.960408553,1.178906947,0.883151785,0.841203686,0.882509137,0.980441891,1.033441839,0.528285973,-0.320450057,0.445347771,-0.058279843,0.237449849,-0.179266684,-0.249472923,-0.18031688,-0.028495968,0.047457198,17263639391,9585998403,16299169243,11496309597,14111785241,10571528441,10069400129,10563835798,11736113219,12370534697,0.003169762,0.001581897,0.00292096,0.00205292,0.002480744,0.001876961,0.001665224,0.001885013,0.002014157,0.002124729
DPPA_ECOLI,P23847,dppA,242,24649412400,0.688683843,2.366701149,0.732445387,0.49300182,1.091739764,0.608319358,1.943930581,0.738744087,0.641711184,0.886224936,-0.538086263,1.242877544,-0.449206903,-1.020335123,0.126629005,-0.717099181,0.9589767,-0.436853416,-0.640003967,-0.174255174,16975652070,58337792658,18054348397,12152205172,26910743685,14994714725,47916746564,18209607670,15817803621,21844923932,0.003116885,0.009626999,0.003235504,0.002170045,0.004730702,0.002662292,0.007924215,0.003249326,0.002714659,0.003752025
FKBA_ECOLI,P45523,fkpA,120,16965572650,0.994583248,1.233258846,0.651871411,1.015382081,0.894826351,1.012890266,1.203059148,0.761907899,1.145538259,0.938166495,-0.007835963,0.302475636,-0.617340691,0.022022706,-0.160320353,0.018477885,0.266707574,-0.392311482,0.196025642,-0.092084117,16873674353,20922942554,11059371778,17226538468,15181241473,17184263395,20410587377,12926203818,19434712549,15916531824,0.003098161,0.003452739,0.00198194,0.003076179,0.002668746,0.003051043,0.003375394,0.002306555,0.003335394,0.00273378
RHO_ECOLI,P0AG30,rho,148,15633689070,1.077969454,0.882054866,1.087686549,1.097394281,1.061232782,0.986982164,0.926404895,0.8010887,1.106932546,1.051447836,0.108316298,-0.181059696,0.121262859,0.134081963,0.085741147,-0.018904081,-0.110285218,-0.319966101,0.146567311,0.072377278,16852639270,13789771524,17004553315,17156320980,16590983347,15430172269,14483126089,12523971658,17305439252,16438008547,0.003094298,0.002275611,0.003047371,0.003063641,0.002916568,0.002739607,0.002395142,0.00223478,0.002969967,0.002823348
SODM_ECOLI,P00448,sodA,74,12850653067,1.290948218,0.683316898,0.993837931,0.614736314,1.0406255,1.296878243,0.781826079,1.433056711,0.854246151,1.441982919,0.368431133,-0.549373291,-0.00891749,-0.701960383,0.057450966,0.375043039,-0.355080385,0.519095703,-0.227276253,0.528054076,16589527677,8781068390,12771466456,7899763105,13372717278,16665732373,10046975705,18415714619,10977620921,18530422224,0.003045989,0.001449066,0.002288763,0.001410677,0.002350821,0.002958979,0.001661515,0.003286104,0.001883984,0.003182735
ODP2_ECOLI,P06959,aceF,163,13016576320,1.260504899,1.083745517,1.221985537,0.943533895,1.171229075,1.013517044,0.86476645,0.936747515,0.872689153,0.853442757,0.334001726,0.116026026,0.28922721,-0.08385375,0.228023273,0.01937035,-0.209617542,-0.094267849,-0.196460229,-0.228633704,16407458223,14106656232,15906068002,12281580953,15245392637,13192521949,11256298500,12193245525,11359424966,11108902787,0.003012559,0.002327904,0.002850513,0.002193148,0.002680023,0.002342315,0.001861506,0.002175765,0.00194951,0.001908035
BAMA_ECOLI,P0A940,bamA,245,20292695633,0.803594767,1.24170503,0.820291796,1.09590323,0.946165397,0.753034934,1.158404108,0.852983299,1.203228435,0.886846158,-0.315459925,0.312322498,-0.285790896,0.132120412,-0.079835694,-0.4092113,0.212138624,-0.2294106,0.266910567,-0.173244235,16307104022,25197542236,16645931739,22238830695,19200246428,15281108720,23507141988,17309330476,24416748417,17996499150,0.002994133,0.00415814,0.002983103,0.003971235,0.003375256,0.00271314,0.003887486,0.003088681,0.004190413,0.00309103
ODO2_ECOLI,P0AFG6,sucB,165,31238413150,0.520561192,0.746508074,0.762214303,1.288610846,0.471216809,1.149857067,0.841622235,1.258820664,1.24807624,0.959455849,-0.941860332,-0.42177023,-0.391731414,0.365816642,-1.085537093,0.201454538,-0.248755274,0.332072766,0.319706065,-0.059711675,16261505595,23319727642,23810365317,40254157985,14720065350,35919710131,26290943102,39323559972,38987921227,29971878202,0.002985761,0.00384826,0.004267035,0.00718827,0.002587675,0.006377497,0.004347856,0.007016905,0.006691125,0.005147888
RPOA_ECOLI,P0A7Z4,rpoA,116,15623682800,1.008089195,0.872109543,1.204947451,1.062573949,1.058219802,0.884203624,0.795287007,0.963341837,1.058058624,0.938735882,0.011623293,-0.197418736,0.268970231,0.087563248,0.08163932,-0.177549448,-0.330452494,-0.053880273,0.081419565,-0.091208789,15750065817,13625562871,18825716768,16601318327,16533290523,13814516950,12425311929,15050947287,16530772324,14666511652,0.002891856,0.002248513,0.00337374,0.002964533,0.002906426,0.002452749,0.002054832,0.002685694,0.002837019,0.00251908
ILVD_ECOLI,P05791,ilvD,170,16015848167,0.976856921,0.984474353,1.198612376,1.047286811,1.112650112,0.754669899,1.088768642,0.905073318,1.094829423,0.863739565,-0.033780827,-0.022574472,0.261365176,0.066656595,0.153999989,-0.406082363,0.122697421,-0.143893428,0.130706112,-0.211331719,15645192129,15767191766,19196793832,16773186559,17820035254,12086678524,17437553260,14495516846,17534621802,13833521725,0.0028726,0.002601928,0.003440241,0.002995223,0.003132626,0.002145974,0.002883729,0.002586583,0.0030093,0.002376008
ODO1_ECOLI,P0AFG3,sucA,301,40267591000,0.386846805,1.059318317,0.665143027,1.116960499,0.462726191,1.096980574,1.140683515,1.303058861,1.195577865,0.911307814,-1.370165736,0.083136173,-0.588263495,0.159578166,-1.111769336,0.133537978,0.189898569,0.381902253,0.257708092,-0.133989657,15577388922,42656196708,26783707382,44977308520,18632868987,44172765098,45932577251,52471041245,48143040457,36696170324,0.002860151,0.007039196,0.004799885,0.008031693,0.003275516,0.007842816,0.007596084,0.009362944,0.00826233,0.006302834
HTPG_ECOLI,P0A6Z3,htpG,224,18564033520,0.833919447,0.951754791,0.956097149,0.856259864,0.907902456,1.048698903,1.143679338,1.04103915,0.952451627,1.284543598,-0.262020063,-0.071338168,-0.064770878,-0.223879393,-0.139390791,0.068600518,0.193682609,0.058024325,-0.070282271,0.361255857,15480908559,17668407836,17749019514,15895636812,16854331626,19468081590,21231301562,19325885679,17681343937,23846310413,0.002842436,0.00291567,0.003180786,0.002838517,0.002962862,0.003456532,0.003511119,0.003448515,0.00303448,0.004095777
KAD_ECOLI,P69441,adk,100,11939429200,1.295532421,0.886505027,1.050724823,0.579730848,1.176937135,1.222103846,1.062632858,1.092788364,0.878498977,1.108350417,0.37354512,-0.173799282,0.071384888,-0.78654484,0.235037262,0.28936688,0.087643229,0.128014027,-0.186887489,0.148414078,15467917616,10584364009,12545054631,6921655415,14051957597,14591222339,12687229775,13047269304,10488776336,13233071337,0.002840051,0.001746649,0.002248188,0.001236015,0.002470226,0.002590652,0.002098146,0.002328158,0.001800089,0.002272876
RS10_ECOLI,P0A7R5,rpsJ,45,12321567000,1.245742993,0.817702062,1.37232956,1.003708685,1.153788763,0.879778573,0.913830699,0.946879396,1.036100043,0.994400483,0.31700646,-0.290352816,0.456626981,0.005340604,0.206379118,-0.184787629,-0.130001185,-0.078747413,0.051163312,-0.008101098,15349505759,10075370744,16909250623,12367263808,14216485551,10840250638,11259826190,11667037919,12766376095,12252572175,0.002818309,0.001662654,0.003030292,0.002208448,0.002499149,0.001924672,0.00186209,0.002081869,0.002190971,0.002104468
