gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac
aroe,b3281,M9_glucose,metabolism,amino acid transport and metabolism,E,AROE-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,8.731659247485557e-05
arof,b2601,M9_glucose,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",0.6931471805599453,Soufi et al. 2015,BW25113,0.0029160426942810088
arog,b0754,M9_glucose,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive",0.6931471805599453,Soufi et al. 2015,BW25113,0.0021970844837081198
aroh,b1704,M9_glucose,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive",0.6931471805599453,Soufi et al. 2015,BW25113,0.00014350883627626914
arok,b3390,M9_glucose,metabolism,amino acid transport and metabolism,E,shikimate kinase 1,0.6931471805599453,Soufi et al. 2015,BW25113,0.00017087362971223986
arol,b0388,M9_glucose,metabolism,amino acid transport and metabolism,E,shikimate kinase 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
arom,b0390,M9_glucose,Not Assigned,Not Assigned,Not Assigned,protein AroM,0.6931471805599453,Soufi et al. 2015,BW25113,2.7338839933805523e-05
arop,b0112,M9_glucose,metabolism,amino acid transport and metabolism,E,aromatic amino acid:H+ symporter AroP,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
arsc,b3503,M9_glucose,metabolism,inorganic ion transport and metabolism,P,EG12237-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,8.987349119420494e-06
arti,b0863,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,putative ABC transporter periplasmic binding protein ArtI,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005817779975205465
artj,b0860,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,L-arginine ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008473701081836934
artm,b0861,M9_glucose,metabolism,amino acid transport and metabolism,E,L-arginine ABC transporter membrane subunit ArtM,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
artp,b0864,M9_glucose,metabolism,amino acid transport and metabolism,E,L-arginine ABC transporter ATP binding subunit,0.6931471805599453,Soufi et al. 2015,BW25113,2.957628714312239e-05
artq,b0862,M9_glucose,metabolism,amino acid transport and metabolism,E,L-arginine ABC transporter membrane subunit ArtQ,0.6931471805599453,Soufi et al. 2015,BW25113,1.3283184217224382e-05
ascg,b2714,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor AscG,0.6931471805599453,Soufi et al. 2015,BW25113,1.5076077239512564e-05
asd,b3433,M9_glucose,metabolism,amino acid transport and metabolism,E,aspartate-semialdehyde dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.002956458595041831
asma,b2064,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,putative assembly protein AsmA,0.6931471805599453,Soufi et al. 2015,BW25113,8.805836161886917e-05
lpxc,b0096,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDPACYLGLCNACDEACETYL-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,6.245632081581623e-05
asna,b3744,M9_glucose,metabolism,amino acid transport and metabolism,E,asparagine synthetase A,0.6931471805599453,Soufi et al. 2015,BW25113,0.0004899040334633885
asnb,b0674,M9_glucose,metabolism,amino acid transport and metabolism,E,asparagine synthetase B,0.6931471805599453,Soufi et al. 2015,BW25113,0.0008808778753084222
asnc,b3743,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator AsnC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
asns,b0930,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,asparagine&mdash;tRNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012442687717662442
aspa,b4139,M9_glucose,metabolism,amino acid transport and metabolism,E,aspartate ammonia-lyase,0.6931471805599453,Soufi et al. 2015,BW25113,2.6231726267676593e-05
gltb,b3212,M9_glucose,metabolism,amino acid transport and metabolism,E,glutamate synthase subunit GltB,0.6931471805599453,Soufi et al. 2015,BW25113,0.002446134386311159
gltd,b3213,M9_glucose,metabolism,amino acid transport and metabolism,E,glutamate synthase subunit GltD,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012569650770235892
aspc,b0928,M9_glucose,metabolism,amino acid transport and metabolism,E,aspartate aminotransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0024669995054724583
nudf,b3034,M9_glucose,Not Assigned,Not Assigned,Not Assigned,ADP-sugar pyrophosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00020700571957447448
asps,b1866,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,aspartate&mdash;tRNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.001343414428454043
asta,b1747,M9_glucose,metabolism,amino acid transport and metabolism,E,ARGSUCCTRAN-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
astb,b1745,M9_glucose,metabolism,amino acid transport and metabolism,E,N-succinylarginine dihydrolase,0.6931471805599453,Soufi et al. 2015,BW25113,3.365109271494719e-05
astd,b1746,M9_glucose,metabolism,energy production and conversion,C,aldehyde dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
trua,b2318,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNA pseudouridine38-40 synthase,0.6931471805599453,Soufi et al. 2015,BW25113,6.20819132884725e-06
lyss,b2890,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,"lysine&mdash;tRNA ligase, constitutive",0.6931471805599453,Soufi et al. 2015,BW25113,0.001252329704730146
mnma,b1133,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,tRNA-specific 2-thiouridylase,0.6931471805599453,Soufi et al. 2015,BW25113,9.337491023938932e-05
atpa,b3734,M9_glucose,metabolism,energy production and conversion,C,ATP synthase F1 complex subunit &alpha;,0.6931471805599453,Soufi et al. 2015,BW25113,0.00735024806109164
atpb,b3738,M9_glucose,metabolism,energy production and conversion,C,ATP synthase F0 complex subunit a,0.6931471805599453,Soufi et al. 2015,BW25113,3.542395985287149e-05
atpc,b3731,M9_glucose,metabolism,energy production and conversion,C,ATP synthase F1 complex subunit &epsilon;,0.6931471805599453,Soufi et al. 2015,BW25113,0.00062879404068132
atpd,b3732,M9_glucose,metabolism,energy production and conversion,C,ATP synthase F1 complex subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0055367198381340195
atpf,b3736,M9_glucose,metabolism,energy production and conversion,C,ATP synthase F0 complex subunit b,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002169292187099429
atpg,b3733,M9_glucose,metabolism,energy production and conversion,C,ATP synthase F1 complex subunit &gamma;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006039635508740996
atph,b3735,M9_glucose,metabolism,energy production and conversion,C,ATP synthase F1 complex subunit &delta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007812103203247686
avta,b3572,M9_glucose,metabolism,amino acid transport and metabolism,E,valine&mdash;pyruvate aminotransferase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00012078793640728271
seca,b0098,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,protein translocation ATPase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005855600858676066
thra,b0002,M9_glucose,metabolism,amino acid transport and metabolism,E,fused aspartate kinase/homoserine dehydrogenase 1,0.6931471805599453,Soufi et al. 2015,BW25113,0.008018912257268135
thrb,b0003,M9_glucose,metabolism,amino acid transport and metabolism,E,homoserine kinase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005024523690068361
thrc,b0004,M9_glucose,metabolism,amino acid transport and metabolism,E,THRESYN-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0032756472572404716
yaaa,b0006,M9_glucose,metabolism,inorganic ion transport and metabolism,P,peroxide stress resistance protein YaaA,0.6931471805599453,Soufi et al. 2015,BW25113,0.00012404294660958335
talb,b0008,M9_glucose,metabolism,carbohydrate transport and metabolism,G,transaldolase B,0.6931471805599453,Soufi et al. 2015,BW25113,0.0026877002442527577
mog,b0009,M9_glucose,metabolism,coenzyme transport and metabolism,H,molybdopterin adenylyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,4.946180688307849e-05
dnaj,b0015,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,chaperone protein DnaJ,0.6931471805599453,Soufi et al. 2015,BW25113,0.00022301687187296654
rpst,b0023,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,30S ribosomal subunit protein S20,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007698514683621185
ribf,b0025,M9_glucose,metabolism,coenzyme transport and metabolism,H,bifunctional riboflavin kinase / FMN adenylyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,2.924072711987872e-05
iles,b0026,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,isoleucine&mdash;tRNA ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0011046746555164826
fkpb,b0028,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,peptidyl-prolyl cis-trans isomerase FkpB,0.6931471805599453,Soufi et al. 2015,BW25113,0.00013909396594915233
dapb,b0031,M9_glucose,metabolism,amino acid transport and metabolism,E,4-hydroxy-tetrahydrodipicolinate reductase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00017101406507115074
cara,b0032,M9_glucose,metabolism,amino acid transport and metabolism,E,carbamoyl phosphate synthetase subunit &alpha;,0.6931471805599453,Soufi et al. 2015,BW25113,0.002062034968212962
carb,b0033,M9_glucose,metabolism,amino acid transport and metabolism,E,carbamoyl phosphate synthetase subunit &beta;,0.6931471805599453,Soufi et al. 2015,BW25113,0.0052151137661150685
caid,b0036,M9_glucose,metabolism,lipid transport and metabolism,I,CARNRACE-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
keff,b0046,M9_glucose,poorly characterized,general function prediction only,R,regulator of KefC-mediated potassium transport and quinone oxidoreductase,0.6931471805599453,Soufi et al. 2015,BW25113,2.2998122167053857e-05
kefc,b0047,M9_glucose,metabolism,inorganic ion transport and metabolism,P,K+ : H+ antiporter KefC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
fola,b0048,M9_glucose,metabolism,coenzyme transport and metabolism,H,dihydrofolate reductase,0.6931471805599453,Soufi et al. 2015,BW25113,9.586132093763569e-05
rsma,b0051,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,"16S rRNA m62A1518,m62A1519 dimethyltransferase",0.6931471805599453,Soufi et al. 2015,BW25113,8.793391145675462e-05
pdxa,b0052,M9_glucose,metabolism,coenzyme transport and metabolism,H,4-hydroxythreonine-4-phosphate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,4.196575922226595e-05
sura,b0053,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,peptidyl-prolyl cis-trans isomerase SurA,0.6931471805599453,Soufi et al. 2015,BW25113,0.000978622787033621
lptd,b0054,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,lipopolysaccharide assembly protein LptD,0.6931471805599453,Soufi et al. 2015,BW25113,0.00079493081600795
djla,b0055,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,co-chaperone protein DjlA,0.6931471805599453,Soufi et al. 2015,BW25113,1.252396607196015e-05
rlua,b0058,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,23S rRNA pseudouridine746 and tRNA pseudouridine32 synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
rapa,b0059,M9_glucose,information storage and processing,transcription,K,RNA polymerase-binding ATPase and RNAP recycling factor,0.6931471805599453,Soufi et al. 2015,BW25113,0.00016898073754836312
polb,b0060,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA polymerase II,0.6931471805599453,Soufi et al. 2015,BW25113,0.0
thib,b0068,M9_glucose,metabolism,coenzyme transport and metabolism,H,thiamin ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,7.214613999302764e-06
leud,b0071,M9_glucose,metabolism,amino acid transport and metabolism,E,3-isopropylmalate dehydratase subunit LeuD,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006938870924643908
leuc,b0072,M9_glucose,metabolism,amino acid transport and metabolism,E,3-isopropylmalate dehydratase subunit LeuC,0.6931471805599453,Soufi et al. 2015,BW25113,0.0015346339688862719
leub,b0073,M9_glucose,metabolism,energy production and conversion,C,3-isopropylmalate dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0014327582024458217
leua,b0074,M9_glucose,metabolism,amino acid transport and metabolism,E,2-isopropylmalate synthase,0.6931471805599453,Soufi et al. 2015,BW25113,0.003756084179193158
ilvi,b0077,M9_glucose,metabolism,amino acid transport and metabolism,E,"acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit",0.6931471805599453,Soufi et al. 2015,BW25113,0.0005589866527171093
ilvh,b0078,M9_glucose,metabolism,amino acid transport and metabolism,E,"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit",0.6931471805599453,Soufi et al. 2015,BW25113,0.00028417111354112713
cra,b0080,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator Cra,0.6931471805599453,Soufi et al. 2015,BW25113,1.4170645640129545e-05
mraz,b0081,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,DNA-binding transcriptional repressor MraZ,0.6931471805599453,Soufi et al. 2015,BW25113,1.4791614652874226e-05
rsmh,b0082,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,16S rRNA m4C1402 methyltransferase,0.6931471805599453,Soufi et al. 2015,BW25113,8.408346182192634e-05
ftsl,b0083,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein FtsL,0.6931471805599453,Soufi et al. 2015,BW25113,4.517830991793531e-06
ftsi,b0084,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,peptidoglycan DD-transpeptidase FtsI,0.6931471805599453,Soufi et al. 2015,BW25113,3.21575499809439e-05
mure,b0085,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-NACMURALGLDAPLIG-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0001396158819426001
murf,b0086,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-NACMURALGLDAPAALIG-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.00024150843382910958
mray,b0087,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,PHOSNACMURPENTATRANS-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,5.398715727276544e-06
murd,b0088,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-N-acetylmuramoyl-L-alanine&mdash;D-glutamate ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00036872004489490925
ftsw,b0089,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,essential cell division protein FtsW,0.6931471805599453,Soufi et al. 2015,BW25113,3.1408084901416643e-06
murg,b0090,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,NACGLCTRANS-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,5.172987386219006e-05
murc,b0091,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-N-acetylmuramate&mdash;L-alanine ligase,0.6931471805599453,Soufi et al. 2015,BW25113,0.000135581091604279
ddlb,b0092,M9_glucose,poorly characterized,general function prediction only,R,D-alanine&mdash;D-alanine ligase B,0.6931471805599453,Soufi et al. 2015,BW25113,8.970033188773829e-05
ftsq,b0093,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein FtsQ,0.6931471805599453,Soufi et al. 2015,BW25113,1.0397232524608174e-05
ftsa,b0094,M9_glucose,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,cell division protein FtsA,0.6931471805599453,Soufi et al. 2015,BW25113,9.705649796599879e-05
