gene_name,b_number,condition,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,dataset_name,strain,mass_frac,go_terms,cog_desc
acra,b0463,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,multidrug efflux pump membrane fusion lipoprotein AcrA,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007073890509232714,GO:0042910; GO:0022857; GO:0006855; GO:0042908; GO:0009636; GO:0015895; GO:0015908; GO:0042493; GO:0015125; GO:0015567; GO:0031226; GO:0005515; GO:1990281; GO:0031237; GO:0015721; GO:0042802; GO:0055085; GO:0016020; GO:0030288; GO:0005886; GO:0046677,multidrug efflux system
acrb,b0462,M9_glucose,information storage and processing,defense mechanisms,L,multidrug efflux pump RND permease AcrB,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006489197964797412,GO:0006261; GO:0034335; GO:0016853; GO:0003916; GO:0000166; GO:0046872; GO:0005694; GO:0005829; GO:0005515; GO:0009330; GO:0042493; GO:0008094; GO:0003677; GO:0046677; GO:0006265; GO:0005524; GO:0003918; GO:0006351; GO:0005737,DNA gyrase subunit B (EC 5.99.1.3)
gyrb,b3699,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA gyrase subunit B,0.6931471805599453,Soufi et al. 2015,BW25113,0.0006662958615895039,GO:0006261; GO:0034335; GO:0016853; GO:0003916; GO:0000166; GO:0046872; GO:0005694; GO:0005829; GO:0005515; GO:0009330; GO:0042493; GO:0008094; GO:0003677; GO:0046677; GO:0006265; GO:0005524; GO:0003918; GO:0006351; GO:0005737,DNA gyrase subunit B (EC 5.99.1.3)
acrd,b2470,M9_glucose,cellular processes and signaling,defense mechanisms,V,multidrug efflux pump RND permease AcrD,0.6931471805599453,Soufi et al. 2015,BW25113,1.362460492314519e-06,GO:0042908; GO:0015299; GO:0015125; GO:0005515; GO:0030288; GO:1990281; GO:0046677; GO:0009636; GO:0015721; GO:0005887; GO:0055085; GO:0022857; GO:0015562; GO:0005886; GO:0016021; GO:0016020,aminoglycoside/multidrug efflux system
acs,b4069,M9_glucose,metabolism,lipid transport and metabolism,I,acetyl-CoA synthetase (AMP-forming),0.6931471805599453,Soufi et al. 2015,BW25113,0.00038920741869284627,GO:0006935; GO:0006476; GO:0005829; GO:0034421; GO:0033558; GO:0018394; GO:0016874; GO:0003824; GO:0046872; GO:0019427; GO:0016208; GO:0005524; GO:0000166; GO:0003987; GO:0050218; GO:0045733,acetyl-coenzyme A synthetase (EC 6.2.1.1)
gadc,b1492,M9_glucose,metabolism,amino acid transport and metabolism,E,XASA-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005971622131894874,GO:0055085; GO:0022857; GO:0005623; GO:0005886; GO:0016021; GO:0016020; GO:0015297; GO:0006865; GO:0051454,"glutamate:gamma-aminobutyrate antiporter, GGA family (TC 2.A.3.7.1)"
pfla,b0902,M9_glucose,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,pyruvate formate-lyase activating enzyme,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011760444818683684,GO:0003824; GO:0030955; GO:0018307; GO:0005515; GO:0006974; GO:0005829; GO:0055114; GO:0051539; GO:0051536; GO:0046872; GO:0016491; GO:0006006; GO:0005975; GO:0043365; GO:0005737,pyruvate formate lyase activating enzyme 1
actp,b4067,M9_glucose,metabolism,energy production and conversion,C,acetate/glycolate:cation symporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0012649261107728089,GO:0022857; GO:0015710; GO:0015654; GO:0097339; GO:0055085; GO:0016021; GO:0016020; GO:0006811; GO:0006847; GO:0015123; GO:0043879; GO:0005887; GO:0005886; GO:0015293; GO:0006814,acetate transporter
aded,b3665,M9_glucose,metabolism,nucleotide transport and metabolism,F,adenine deaminase,0.6931471805599453,Soufi et al. 2015,BW25113,1.021792225365745e-05,GO:0098869; GO:0005829; GO:0004096; GO:0042803; GO:0008198; GO:0016810; GO:0016787; GO:0046101; GO:0006146; GO:0030145; GO:0000034,Adenine deaminase (EC 3.5.4.2)
pura,b4177,M9_glucose,metabolism,nucleotide transport and metabolism,F,adenylosuccinate synthetase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0027884353510886258,GO:0000287; GO:0046040; GO:0005515; GO:0016874; GO:0044208; GO:0006974; GO:0005829; GO:0042803; GO:0046086; GO:0015949; GO:0046872; GO:0005525; GO:0000166; GO:0004019; GO:0006164; GO:0005737,Adenylosuccinate synthetase (EC 6.3.4.4)
frma,b0356,M9_glucose,poorly characterized,general function prediction only,R,S-(hydroxymethyl)glutathione dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002574631898380356,GO:0042802; GO:0016491; GO:0004022; GO:0046872; GO:0006069; GO:0046294; GO:0004024; GO:0055114; GO:0005829; GO:0051903; GO:0008270; GO:0005737,alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase
adhe,b1241,M9_glucose,metabolism,energy production and conversion,C,aldehyde/alcohol dehydrogenase AdhE,0.6931471805599453,Soufi et al. 2015,BW25113,0.005054059069072454,GO:0016620; GO:0005515; GO:0016491; GO:0008152; GO:0006066; GO:0003824; GO:0046872; GO:0015976; GO:0006115; GO:0042802; GO:0055114; GO:0005829; GO:0004022; GO:0008774,acetaldehyde dehydrogenase (EC 1.2.1.10)/alcohol dehydrogenase AdhE (EC 1.1.1.1)
adhp,b1478,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ethanol dehydrogenase / alcohol dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,3.976452957994723e-05,GO:0016616; GO:0005829; GO:0016491; GO:0008270; GO:0046187; GO:0045471; GO:0006974; GO:0055114; GO:0046872; GO:0004022,ethanol-active dehydrogenase/acetaldehyde-active reductase
adia,b4117,M9_glucose,metabolism,amino acid transport and metabolism,E,"arginine decarboxylase, degradative",0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005623; GO:0016831; GO:0016829; GO:0006520; GO:0005737; GO:0003824; GO:0006527; GO:0005829; GO:0030170; GO:0051454; GO:0008792,arginine decarboxylase (EC 4.1.1.19)
adic,b4115,M9_glucose,metabolism,amino acid transport and metabolism,E,arginine:agmatine antiporter,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0055085; GO:0022857; GO:0005623; GO:1903826; GO:0005887; GO:0016020; GO:0006865; GO:0003333; GO:0015181; GO:0005886; GO:0016021; GO:0015297; GO:0051454,"arginine:agmatine antiporter, APA family (TC 2.A.3.2.5)"
adk,b0474,M9_glucose,metabolism,nucleotide transport and metabolism,F,adenylate kinase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007182827558594248,GO:0046940; GO:0006165; GO:0004550; GO:0019205; GO:0016776; GO:0016740; GO:0016301; GO:0009165; GO:0006139; GO:0005737; GO:0000166; GO:0044209; GO:0006172; GO:0005829; GO:0016310; GO:0000287; GO:0016208; GO:0015951; GO:0005524; GO:0005515; GO:0004017,Adenylate kinase (EC 2.7.4.3)
fold,b0529,M9_glucose,metabolism,coenzyme transport and metabolism,H,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase",0.6931471805599453,Soufi et al. 2015,BW25113,0.0006780682001656748,GO:0004486; GO:0005829; GO:0035999; GO:0008152; GO:0055114; GO:0016787; GO:0016491; GO:0009086; GO:0008652; GO:0006730; GO:0006164; GO:0003824; GO:0000105; GO:0004488; GO:0004477,"5,10-methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)/methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)"
msck,b0465,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,"potassium dependent, small conductance mechanosensitive channel",0.6931471805599453,Soufi et al. 2015,BW25113,4.030049969764177e-05,GO:0005623; GO:0055085; GO:0005886; GO:0016021; GO:0016020; GO:0006813; GO:0006811; GO:0008381; GO:0009992,fused conserved protein
agar,b3131,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor AgaR,0.6931471805599453,Soufi et al. 2015,BW25113,6.649370422693989e-06,GO:0005829; GO:0003700; GO:0006355; GO:0003677,"transcriptional regulator, DeoR family"
agav,b3133,M9_glucose,metabolism,carbohydrate transport and metabolism,G,N-acetyl-D-galactosamine specific PTS enzyme IIB component,0.6931471805599453,Soufi et al. 2015,BW25113,1.1199963320563054e-06,GO:0034219; GO:0005829; GO:0016310; GO:0016301; GO:0016740; GO:0009401; GO:0008982; GO:0008643; GO:0005737,"PTS system N-acetylgalactosamine-specific EIIB component, Man family (TC 4.A.6.1.4)"
agp,b1002,M9_glucose,Not Assigned,Not Assigned,Not Assigned,glucose-1-phosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00022530578299464994,GO:0006007; GO:0016311; GO:0016787; GO:0030288; GO:0042803; GO:0042597; GO:0008877; GO:0016158,Not Assigned
ahpc,b0605,M9_glucose,cellular processes and signaling,defense mechanisms,V,"alkyl hydroperoxide reductase, AhpC component",0.6931471805599453,Soufi et al. 2015,BW25113,0.004415901016594608,GO:0042744; GO:0019290; GO:0008379; GO:0005623; GO:0045454; GO:0098869; GO:0009321; GO:0042802; GO:0033214; GO:0016491; GO:0016209; GO:0006979; GO:0032843; GO:0016684; GO:0009970; GO:0005515; GO:0033194; GO:0033195; GO:0005737; GO:0055114; GO:0005829; GO:0051920; GO:0004601,"alkyl hydroperoxide reductase, C22 subunit"
ahpf,b0606,M9_glucose,cellular processes and signaling,defense mechanisms,V,"alkyl hydroperoxide reductase, AhpF component",0.6931471805599453,Soufi et al. 2015,BW25113,0.000776902330172347,GO:0005623; GO:0022900; GO:0009321; GO:0050660; GO:0016491; GO:0051287; GO:0045454; GO:0015035; GO:0009055; GO:0000302; GO:0008785; GO:0071949; GO:0055114; GO:0005829,"alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding"
alka,b2068,M9_glucose,information storage and processing,"Replication, recombination, and repair",L,DNA-3-methyladenine glycosylase 2,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005515; GO:0032993; GO:0032131; GO:0006285; GO:0016787; GO:0006281; GO:0003824; GO:0005829; GO:0052822; GO:0052821; GO:0043916; GO:0008725; GO:0006307; GO:0006974; GO:0006284; GO:0003905; GO:0005737,DNA-3-methyladenine glycosylase II (EC 3.2.2.21)
aidb,b4187,M9_glucose,metabolism,lipid transport and metabolism,I,putative acyl-CoA dehydrogenase AidB,0.6931471805599453,Soufi et al. 2015,BW25113,5.771422563349571e-05,GO:0042802; GO:0006974; GO:0016627; GO:0016491; GO:0003995; GO:0005515; GO:0005737; GO:0045892; GO:0043565; GO:0055114; GO:0003677; GO:0008470,isovaleryl CoA dehydrogenase
ais,b2252,M9_glucose,Not Assigned,Not Assigned,Not Assigned,putative lipopolysaccharide core heptose(II)-phosphate phosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016311; GO:0016791; GO:0008653; GO:0042597; GO:0016787,Not Assigned
alas,b2697,M9_glucose,information storage and processing,"translation, ribosomal structure and biogenesis",J,alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor,0.6931471805599453,Soufi et al. 2015,BW25113,0.001358079197392629,GO:0106074; GO:0042803; GO:0002196; GO:0016597; GO:0006400; GO:0005829; GO:0043039; GO:0016874; GO:0006412; GO:0004812; GO:0046872; GO:0042802; GO:0003676; GO:0001217; GO:0002161; GO:0003723; GO:0000049; GO:0008270; GO:0005524; GO:0000166; GO:0006419; GO:0045892; GO:0004813; GO:0005737,alanyl-tRNA synthetase (EC 6.1.1.7)
alda,b1415,M9_glucose,metabolism,energy production and conversion,C,aldehyde dehydrogenase A,0.6931471805599453,Soufi et al. 2015,BW25113,0.0010423949100758412,GO:0016620; GO:0009013; GO:0032991; GO:0042802; GO:0005829; GO:0016491; GO:0055114; GO:0019301; GO:0042355; GO:0050569; GO:0008911; GO:0004777,lactaldehyde dehydrogenase (EC 1.2.1.22)
aldb,b3588,M9_glucose,metabolism,energy production and conversion,C,aldehyde dehydrogenase B,0.6931471805599453,Soufi et al. 2015,BW25113,3.396719525753631e-05,GO:0016620; GO:0005829; GO:0016491; GO:0006974; GO:0045471; GO:0004029; GO:0055114,aldehyde dehydrogenase B
puuc,b1300,M9_glucose,metabolism,energy production and conversion,C,&gamma;-glutamyl-&gamma;-aminobutyraldehyde dehydrogenase,0.6931471805599453,Soufi et al. 2015,BW25113,0.004012428826536534,GO:0016620; GO:0016491; GO:0005829; GO:0055114; GO:0004030; GO:0009447,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase
allr,b0506,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor AllR,0.6931471805599453,Soufi et al. 2015,BW25113,0.0002053608702861162,GO:0042802; GO:0005515; GO:0006355; GO:0006974; GO:0003677; GO:0005829; GO:0003700; GO:0045892; GO:0005737,"transcriptional regulator, IclR family"
dadx,b1190,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,alanine racemase 2,0.6931471805599453,Soufi et al. 2015,BW25113,8.434919319114711e-06,GO:0030632; GO:0030170; GO:0042803; GO:0019480; GO:0005829; GO:0016853; GO:0003824; GO:0006522; GO:0008784,alanine racemase (EC 5.1.1.1)
alr,b4053,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,alanine racemase 1,0.6931471805599453,Soufi et al. 2015,BW25113,1.8038097370185146e-05,GO:0042803; GO:0071555; GO:0005829; GO:0016853; GO:0003824; GO:0030170; GO:0006522; GO:0030632; GO:0009252; GO:0008360; GO:0008784,alanine racemase (EC 5.1.1.1)
lrp,b0889,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator Lrp,0.6931471805599453,Soufi et al. 2015,BW25113,0.0005711460756231309,GO:0045893; GO:0045892; GO:0032993; GO:0006524; GO:0005515; GO:0003677; GO:0042802; GO:0003700; GO:0005829; GO:0043201; GO:0043565; GO:0006355,"transcriptional regulator, AsnC family"
alsb,b4088,M9_glucose,metabolism,carbohydrate transport and metabolism,G,D-allose ABC transporter periplasmic binding protein,0.6931471805599453,Soufi et al. 2015,BW25113,1.785665198874294e-05,GO:0048029; GO:0015754; GO:0030288; GO:0042597; GO:0008643,allose-binding protein
alsr,b4089,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional repressor AlsR,0.6931471805599453,Soufi et al. 2015,BW25113,4.411094372770135e-06,GO:1901135; GO:0097367; GO:0006355; GO:0003700; GO:0005829; GO:0045892; GO:0003677,"transcriptional regulator, RpiR family"
rpod,b3067,M9_glucose,information storage and processing,transcription,K,"RNA polymerase, sigma 70 (sigma D) factor",0.6931471805599453,Soufi et al. 2015,BW25113,0.0005019348242453995,GO:2000142; GO:0010468; GO:0006352; GO:0003700; GO:0001123; GO:0005829; GO:0009408; GO:0005515; GO:0006355; GO:0006355; GO:0003677; GO:0016987; GO:0005737,"RNA polymerase, sigma 70 subunit, RpoD"
amia,b2435,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,N-acetylmuramoyl-L-alanine amidase A,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0030288; GO:0071236; GO:0051301; GO:0008270; GO:0071555; GO:0016787; GO:0009253; GO:0042597; GO:0008745,N-acetylmuramoyl-l-alanine amidase I
amib,b4169,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,N-acetylmuramoyl-L-alanine amidase B,0.6931471805599453,Soufi et al. 2015,BW25113,7.609706399131036e-06,GO:0030288; GO:0051301; GO:0043093; GO:0071555; GO:0016787; GO:0009253; GO:0042597; GO:0008745,N-acetylmuramoyl-l-alanine amidase II
amic,b2817,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,N-acetylmuramoyl-L-alanine amidase C,0.6931471805599453,Soufi et al. 2015,BW25113,2.3554292132299596e-06,GO:0051301; GO:0071555; GO:0043093; GO:0016787; GO:0009253; GO:0030288; GO:0042597; GO:0008745,N-acetylmuramoyl-L-alanine amidase
amid,b0867,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,N-acetylmuramoyl-L-alanine amidase D,0.6931471805599453,Soufi et al. 2015,BW25113,3.523146644401787e-06,GO:0009254; GO:0071555; GO:0016787; GO:0046872; GO:0019867; GO:0016020; GO:0009279; GO:0009279; GO:0008270; GO:0009253; GO:0009392; GO:0008745,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase, Zn-dependent; OM lipoprotein"
amn,b1982,M9_glucose,metabolism,nucleotide transport and metabolism,F,AMP nucleosidase,0.6931471805599453,Soufi et al. 2015,BW25113,0.00018700595094016156,GO:0046033; GO:0016787; GO:0003824; GO:0009116; GO:0044209; GO:0005829; GO:0042802; GO:0008152; GO:0008714,AMP nucleosidase
ampc,b4150,M9_glucose,cellular processes and signaling,defense mechanisms,V,&beta;-lactamase,0.6931471805599453,Soufi et al. 2015,BW25113,1.0089160173666048e-05,GO:0016787; GO:0030288; GO:0017001; GO:0046677; GO:0042597; GO:0008800,beta-lactamase/D-alanine carboxypeptidase
ampd,b0110,M9_glucose,Not Assigned,Not Assigned,Not Assigned,"1,6-anhydro-N-acetylmuramoyl-L-alanine amidase",0.6931471805599453,Soufi et al. 2015,BW25113,2.0087697862282826e-05,GO:0008745; GO:0009392; GO:0071555; GO:0005829; GO:0016787; GO:0009253; GO:0046872; GO:0005737; GO:0009254,Not Assigned
amph,b0376,M9_glucose,cellular processes and signaling,defense mechanisms,V,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,0.6931471805599453,Soufi et al. 2015,BW25113,3.8247459049729195e-06,GO:0071555; GO:0030288; GO:0016787; GO:0008233; GO:0016020; GO:0009253; GO:0008360; GO:0006508; GO:0005886; GO:0004180; GO:0004175; GO:0008658,penicillin-binding protein
cysq,b4214,M9_glucose,metabolism,inorganic ion transport and metabolism,P,EG10043-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.00011493847033221209,GO:0050427; GO:0006790; GO:0016311; GO:0046872; GO:0016787; GO:0046854; GO:0005886; GO:0000103; GO:0008441; GO:0016020; GO:0000287,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)"
amya,b1927,M9_glucose,metabolism,carbohydrate transport and metabolism,G,ALPHA-AMYL-CYTO-MONOMER,0.6931471805599453,Soufi et al. 2015,BW25113,0.00014090174588615744,GO:0103025; GO:0016798; GO:0016787; GO:0004553; GO:0003824; GO:0043169; GO:0005509; GO:0005829; GO:0046872; GO:0008152; GO:0005975; GO:0005737; GO:0004556,alpha-amylase (EC:3.2.1.1)
anmk,b1640,M9_glucose,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,anhydro-N-acetylmuramic acid kinase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0016740; GO:0016773; GO:0006040; GO:0097175; GO:0009254; GO:0016310; GO:0016301; GO:0005975; GO:0005524; GO:0000166,anhydro-N-acetylmuramic acid kinase
osme,b1739,M9_glucose,Not Assigned,Not Assigned,Not Assigned,osmotically-inducible lipoprotein OsmE,0.6931471805599453,Soufi et al. 2015,BW25113,0.0007700442125876507,GO:0005515; GO:0019867; GO:0005886; GO:0016020; GO:0006970,Not Assigned
ansa,b1767,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,L-asparaginase 1,0.6931471805599453,Soufi et al. 2015,BW25113,5.059925633186863e-05,GO:0016787; GO:0008152; GO:0006520; GO:0003824; GO:0005829; GO:0033345; GO:0042802; GO:0004067; GO:0005737,asparaginase (EC 3.5.1.1)
ansb,b2957,M9_glucose,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,L-asparaginase 2,0.6931471805599453,Soufi et al. 2015,BW25113,1.366162897337429e-06,GO:0032991; GO:0006530; GO:0042802; GO:0042597; GO:0016787; GO:0006528; GO:0006520; GO:0030288; GO:0004067,asparaginase (EC 3.5.1.1)
nhar,b0020,M9_glucose,information storage and processing,transcription,K,DNA-binding transcriptional activator NhaR,0.6931471805599453,Soufi et al. 2015,BW25113,5.508435617143748e-06,GO:0001216; GO:2000144; GO:0005829; GO:0003700; GO:0006355; GO:0003677; GO:0005737,DNA-binding transcriptional activator
apah,b0049,M9_glucose,cellular processes and signaling,signal transduction mechanisms,T,diadenosine tetraphosphatase,0.6931471805599453,Soufi et al. 2015,BW25113,3.336494904269961e-05,GO:0110154; GO:0010165; GO:0016787; GO:0008796; GO:0005829; GO:0008803; GO:0015949,"Bis(5'nucleosyl)-tetraphosphatase, ApaH"
pane,b0425,M9_glucose,metabolism,coenzyme transport and metabolism,H,2-dehydropantoate 2-reductase,0.6931471805599453,Soufi et al. 2015,BW25113,0.0,GO:0005829; GO:0016491; GO:0015940; GO:0055114; GO:0033317; GO:0050661; GO:0005737; GO:0008677,ketopantoate reductase (EC 1.1.1.169)
