gene_name,go_terms,cog_class,cog_letter,b_number,condition,mass_frac,dataset_name,strain,growth_rate_hr
cysI,GO:0000103; GO:0050311; GO:0016002; GO:0051536; GO:0005515; GO:0050661; GO:0046872; GO:0070814; GO:0055114; GO:0051539; GO:0020037; GO:0019344; GO:0016491; GO:0009337; GO:0008652; GO:0004783,metabolism,P,b2763,0.2% glucose (c limitation),0.000402,Balakrishnan et al. 2022,NQ1390,0.3
cysJ,GO:0005829; GO:0000103; GO:0070401; GO:0016491; GO:0070814; GO:0042602; GO:0009337; GO:0050660; GO:0055114; GO:0019344; GO:0010181; GO:0008652; GO:0005515; GO:0004783,metabolism,P,b2764,0.2% glucose (c limitation),0.000311,Balakrishnan et al. 2022,NQ1390,0.3
cysN,GO:0000103; GO:0009336; GO:0005829; GO:0005515; GO:0070814; GO:0005524; GO:0016779; GO:0016740; GO:0005525; GO:0003924; GO:0000166; GO:0004781; GO:0006790,metabolism,P,b2751,0.2% glucose (c limitation),0.000392,Balakrishnan et al. 2022,NQ1390,0.3
dacB,GO:0005515; GO:0042597; GO:0016787; GO:0004185; GO:0006508; GO:0051301; GO:0005886; GO:0004175; GO:0000270; GO:0009253; GO:0009254; GO:0016998; GO:0043093; GO:0004180; GO:0008658; GO:0046677; GO:0009252; GO:0008360; GO:0007049; GO:0071555; GO:0009002,cellular processes and signaling,M,b3182,0.2% glucose (c limitation),3.71e-05,Balakrishnan et al. 2022,NQ1390,0.3
dacC,GO:0042803; GO:0030288; GO:0004175; GO:0071555; GO:0016787; GO:0016020; GO:0008233; GO:0005886; GO:0005887; GO:0008658; GO:0009252; GO:0009002; GO:0008360; GO:0006508; GO:0004180; GO:0042493,cellular processes and signaling,M,b0839,0.2% glucose (c limitation),7.28e-05,Balakrishnan et al. 2022,NQ1390,0.3
dam,GO:0005515; GO:0009411; GO:1904047; GO:1902328; GO:0043565; GO:0016740; GO:0008168; GO:0006260; GO:0032775; GO:0032259; GO:0003676; GO:0005829; GO:0006261; GO:0006298; GO:0009007,information storage and processing,L,b3387,0.2% glucose (c limitation),0.00011,Balakrishnan et al. 2022,NQ1390,0.3
dapA,GO:0016829; GO:0009089; GO:0009085; GO:0008652; GO:0008152; GO:0005737; GO:0003824; GO:0042802; GO:0005829; GO:0019877; GO:0008840,metabolism,E,b2478,0.2% glucose (c limitation),0.000632,Balakrishnan et al. 2022,NQ1390,0.3
dapB,GO:0051287; GO:0050661; GO:0016726; GO:0009089; GO:0009085; GO:0008652; GO:0005737; GO:0042802; GO:0055114; GO:0005829; GO:0019877; GO:0016491; GO:0008839,metabolism,E,b0031,0.2% glucose (c limitation),0.000175,Balakrishnan et al. 2022,NQ1390,0.3
dcd,GO:0000166; GO:0006235; GO:0070207; GO:0009314; GO:0005829; GO:0016787; GO:0006229; GO:0006226; GO:0009117; GO:0008829; GO:0015949,metabolism,F,b2065,0.2% glucose (c limitation),0.000264,Balakrishnan et al. 2022,NQ1390,0.3
dcm,GO:0090116; GO:0009307; GO:0032259; GO:0016740; GO:0008168; GO:0005829; GO:0005515; GO:0003886,information storage and processing,L,b1961,0.2% glucose (c limitation),3.58e-05,Balakrishnan et al. 2022,NQ1390,0.3
dcp,GO:0005829; GO:0016787; GO:0008233; GO:0004222; GO:0030288; GO:0046872; GO:0008237; GO:0005737; GO:0004180; GO:0006508,metabolism,E,b1538,0.2% glucose (c limitation),7.11e-05,Balakrishnan et al. 2022,NQ1390,0.3
def,GO:0005829; GO:0043022; GO:0046872; GO:0016787; GO:0008270; GO:0008198; GO:0043686; GO:0031365; GO:0006412; GO:0005515; GO:0042586,information storage and processing,J,b3287,0.2% glucose (c limitation),0.000354,Balakrishnan et al. 2022,NQ1390,0.3
deoR,GO:0006355; GO:0003677; GO:0003700; GO:0005829; GO:2000143; GO:0000986,information storage and processing,K,b0840,0.2% glucose (c limitation),4.77e-05,Balakrishnan et al. 2022,NQ1390,0.3
der,GO:0005515; GO:0043023; GO:0097216; GO:0005829; GO:0042254; GO:0032794; GO:0043022; GO:0003924; GO:0005525; GO:0000166; GO:0000027,poorly characterized,R,b2511,0.2% glucose (c limitation),0.000169,Balakrishnan et al. 2022,NQ1390,0.3
dfp,GO:0042802; GO:0005515; GO:0016874; GO:0016831; GO:0016829; GO:0008152; GO:0003824; GO:0015941; GO:0005829; GO:0010181; GO:0046872; GO:0004633; GO:0004632; GO:0015937,metabolism,H,b3639,0.2% glucose (c limitation),5.81e-05,Balakrishnan et al. 2022,NQ1390,0.3
dgt,GO:0016793; GO:0042802; GO:0016787; GO:0006203; GO:0000287; GO:0005829; GO:0043099; GO:0003697; GO:0050897; GO:0030145; GO:0003924; GO:0008832; GO:0015949,metabolism,F,b0160,0.2% glucose (c limitation),3.23e-05,Balakrishnan et al. 2022,NQ1390,0.3
dinB,GO:0019985; GO:0006261; GO:0000287; GO:0070987; GO:0042276; GO:0016779; GO:0016740; GO:0006281; GO:0005515; GO:0003684; GO:0000731; GO:0005829; GO:0046872; GO:0006974; GO:0006260; GO:0003677; GO:0003887; GO:0009432; GO:0005737,information storage and processing,L,b0231,0.2% glucose (c limitation),8.52e-06,Balakrishnan et al. 2022,NQ1390,0.3
dinQ,GO:0005886; GO:0006974; GO:0016021; GO:0016020,Not Assigned,Not Assigned,b4613,0.2% glucose (c limitation),0.00167,Balakrishnan et al. 2022,NQ1390,0.3
dld,GO:0003824; GO:0048038; GO:0071949; GO:0055085; GO:0005887; GO:0031234; GO:0022904; GO:0009061; GO:0055114; GO:0016491; GO:0016020; GO:0006089; GO:0016901; GO:0019516; GO:0005886; GO:0050660; GO:0009060; GO:0009055,metabolism,C,b2133,0.2% glucose (c limitation),0.000281,Balakrishnan et al. 2022,NQ1390,0.3
dps,GO:0005623; GO:0042802; GO:0006950; GO:0005515; GO:0016722; GO:0008199; GO:0030261; GO:0042594; GO:0009295; GO:0055114; GO:0046872; GO:0016491; GO:0006879; GO:0003677; GO:0005737,metabolism,P,b0812,0.2% glucose (c limitation),5.28e-05,Balakrishnan et al. 2022,NQ1390,0.3
dsbA,GO:0005623; GO:0003756; GO:0055114; GO:0042597; GO:0045454; GO:0071236; GO:0030288; GO:0015035; GO:0005515,Not Assigned,Not Assigned,b3860,0.2% glucose (c limitation),0.000223,Balakrishnan et al. 2022,NQ1390,0.3
dsbD,GO:0009898; GO:0022900; GO:0009055; GO:0005623; GO:0046688; GO:0005515; GO:0016020; GO:0017004; GO:0005886; GO:0015035; GO:0071502; GO:0042493; GO:0005887; GO:0055114; GO:0047134; GO:0045454; GO:0016491; GO:0016021,cellular processes and signaling,O,b4136,0.2% glucose (c limitation),3.05e-05,Balakrishnan et al. 2022,NQ1390,0.3
dtd,GO:0043908; GO:0019478; GO:0016788; GO:0106074; GO:0005515; GO:0003723; GO:0000049; GO:0106026; GO:0051499; GO:0005829; GO:0009408; GO:0042803; GO:0002161; GO:0016787; GO:0051500; GO:0005737; GO:0006399,information storage and processing,J,b3887,0.2% glucose (c limitation),9.39e-05,Balakrishnan et al. 2022,NQ1390,0.3
dut,GO:0032991; GO:0006220; GO:0005737; GO:0070207; GO:0046081; GO:0000287; GO:0016787; GO:0006226; GO:0046872; GO:0005829; GO:0009117; GO:0004170,metabolism,F,b3640,0.2% glucose (c limitation),0.000131,Balakrishnan et al. 2022,NQ1390,0.3
dxr,GO:0016114; GO:0051484; GO:0005829; GO:0016491; GO:0042802; GO:0030145; GO:0070402; GO:0019288; GO:0055114; GO:0046872; GO:0008299; GO:0030604,metabolism,I,b0173,0.2% glucose (c limitation),2.63e-05,Balakrishnan et al. 2022,NQ1390,0.3
dxs,GO:0000287; GO:0019288; GO:0042803; GO:0016740; GO:0003824; GO:0016114; GO:0052865; GO:0046872; GO:0005829; GO:0030976; GO:0008299; GO:0008661; GO:0006744; GO:0008615; GO:0009228,metabolism,H,b0420,0.2% glucose (c limitation),0.000143,Balakrishnan et al. 2022,NQ1390,0.3
ebgC,GO:0005829,metabolism,G,b3077,0.2% glucose (c limitation),6.83e-06,Balakrishnan et al. 2022,NQ1390,0.3
eco,GO:0010951; GO:0042803; GO:0030414; GO:0030288; GO:0005515; GO:0010466; GO:0042597; GO:0004867,cellular processes and signaling,O,b2209,0.2% glucose (c limitation),7.08e-06,Balakrishnan et al. 2022,NQ1390,0.3
eda,GO:0043725; GO:0106009; GO:0008948; GO:0009255; GO:0016833; GO:0042802; GO:0016829; GO:0005737; GO:0003824; GO:0005829; GO:0008152; GO:0008675; GO:0008700,metabolism,G,b1850,0.2% glucose (c limitation),0.000106,Balakrishnan et al. 2022,NQ1390,0.3
edd,GO:0005829; GO:0051539; GO:0051536; GO:0046872; GO:0019521; GO:0005975; GO:0046177; GO:0016829; GO:0003824; GO:0009255; GO:0004456,metabolism,E,b1851,0.2% glucose (c limitation),2.27e-05,Balakrishnan et al. 2022,NQ1390,0.3
efp,GO:0072344; GO:2001125; GO:0043043; GO:0005829; GO:0043022; GO:0006414; GO:0006412; GO:0003746; GO:0005737,information storage and processing,J,b4147,0.2% glucose (c limitation),0.000646,Balakrishnan et al. 2022,NQ1390,0.3
eno,GO:0042803; GO:0046872; GO:0016829; GO:0005737; GO:0000015; GO:0005576; GO:0009986; GO:0005829; GO:0042802; GO:0005856; GO:0005515; GO:0000287; GO:0004634; GO:0006096,metabolism,G,b2779,0.2% glucose (c limitation),0.000857,Balakrishnan et al. 2022,NQ1390,0.3
entC,GO:0009697; GO:0046872; GO:0000287; GO:0016853; GO:0009058; GO:0008909; GO:0009239,metabolism,Q,b0593,0.2% glucose (c limitation),0.000182,Balakrishnan et al. 2022,NQ1390,0.3
entD,GO:0016020; GO:0005829; GO:0016780; GO:0016740; GO:0000287; GO:0031226; GO:0046872; GO:0009366; GO:0008897; GO:0009239,metabolism,Q,b0583,0.2% glucose (c limitation),0.000101,Balakrishnan et al. 2022,NQ1390,0.3
epd,GO:0016620; GO:0016491; GO:0005829; GO:0006006; GO:0055114; GO:0051287; GO:0048001; GO:0042823; GO:0004365; GO:0008615; GO:0005737,metabolism,G,b2927,0.2% glucose (c limitation),0.000331,Balakrishnan et al. 2022,NQ1390,0.3
era,GO:0000028; GO:0097216; GO:0005515; GO:0046777; GO:0031234; GO:0042254; GO:0019843; GO:0016020; GO:0003723; GO:0000166; GO:0005829; GO:0070181; GO:0043024; GO:0042274; GO:0006468; GO:0005737; GO:0003924; GO:0005886; GO:0005525,information storage and processing,J,b2566,0.2% glucose (c limitation),0.000157,Balakrishnan et al. 2022,NQ1390,0.3
etk,GO:0045226; GO:0042802; GO:0016740; GO:0016310; GO:0016301; GO:0016020; GO:0009103; GO:0038083; GO:0005524; GO:0000166; GO:0005886; GO:0016021; GO:0004713,cellular processes and signaling,M,b0981,0.2% glucose (c limitation),1.15e-05,Balakrishnan et al. 2022,NQ1390,0.3
etp,GO:0005829; GO:0006470; GO:0016787; GO:0004721; GO:0035335; GO:0004725,cellular processes and signaling,T,b0982,0.2% glucose (c limitation),3.65e-06,Balakrishnan et al. 2022,NQ1390,0.3
evgA,GO:0005515; GO:0003677; GO:0005829; GO:0043565; GO:0006355; GO:0005737; GO:0000160,information storage and processing,K,b2369,0.2% glucose (c limitation),1.8e-06,Balakrishnan et al. 2022,NQ1390,0.3
evgS,GO:0005886; GO:0007165; GO:0023014; GO:0018106; GO:0010447; GO:0010038; GO:0016772; GO:0016740; GO:0016310; GO:0016301; GO:0004673; GO:0000166; GO:0046777; GO:0016021; GO:0016020; GO:0005524; GO:0000160; GO:0000155,cellular processes and signaling,T,b2370,0.2% glucose (c limitation),6.78e-07,Balakrishnan et al. 2022,NQ1390,0.3
exuR,GO:0006355; GO:0003700; GO:0005829; GO:0045892; GO:0003677,information storage and processing,K,b3094,0.2% glucose (c limitation),9.87e-05,Balakrishnan et al. 2022,NQ1390,0.3
fau,GO:0035999; GO:0009396; GO:0016874; GO:0000166; GO:0022611; GO:0030272; GO:0005524; GO:0005515,metabolism,H,b2912,0.2% glucose (c limitation),8.33e-05,Balakrishnan et al. 2022,NQ1390,0.3
fbp,GO:0016051; GO:0000287; GO:0032991; GO:0042802; GO:0030388; GO:0006002; GO:0006000; GO:0005986; GO:0016791; GO:0016311; GO:0042578; GO:0016787; GO:0008152; GO:0005975; GO:0003824; GO:0005829; GO:0046872; GO:0000166; GO:0042132; GO:0006094; GO:0005737,metabolism,G,b4232,0.2% glucose (c limitation),0.000171,Balakrishnan et al. 2022,NQ1390,0.3
fcl,GO:0070401; GO:0009226; GO:0016491; GO:0003824; GO:0042803; GO:0050662; GO:0042351; GO:0009242; GO:0005829; GO:0008152; GO:0055114; GO:0016853; GO:0050577; GO:0005737,cellular processes and signaling,M,b2052,0.2% glucose (c limitation),0.0,Balakrishnan et al. 2022,NQ1390,0.3
fdnI,GO:0008863; GO:0015944; GO:0005515; GO:0020037; GO:0005887; GO:0036397; GO:0055114; GO:0016020; GO:0022904; GO:0046872; GO:0005886; GO:0045333; GO:0016021; GO:0009326; GO:0009061; GO:0009055,metabolism,C,b1476,0.2% glucose (c limitation),7.75e-06,Balakrishnan et al. 2022,NQ1390,0.3
fdoI,GO:0009055; GO:0036397; GO:0008863; GO:0015944; GO:0055114; GO:0016021; GO:0016020; GO:0005886; GO:0022904; GO:0006974; GO:0005887; GO:0020037; GO:0046872; GO:0045333; GO:0009326; GO:0009061,metabolism,C,b3892,0.2% glucose (c limitation),3.19e-05,Balakrishnan et al. 2022,NQ1390,0.3
fdx,GO:0022900; GO:0005829; GO:0055114; GO:0016226; GO:0009055; GO:0051537; GO:0051536; GO:0046872; GO:0005515,metabolism,C,b2525,0.2% glucose (c limitation),0.000424,Balakrishnan et al. 2022,NQ1390,0.3
fecB,GO:0005623; GO:0005515; GO:0006811; GO:0033214; GO:0010039; GO:0030288; GO:0055072; GO:0042597,metabolism,P,b4290,0.2% glucose (c limitation),2.51e-05,Balakrishnan et al. 2022,NQ1390,0.3
fecE,GO:0055085; GO:0042626; GO:0055052; GO:0016020; GO:0055072; GO:0005886; GO:0016887; GO:0006811; GO:0005524; GO:0000166,metabolism,P,b4287,0.2% glucose (c limitation),1.58e-05,Balakrishnan et al. 2022,NQ1390,0.3
fecI,GO:2000142; GO:0006352; GO:0003700; GO:0005829; GO:0055072; GO:0006811; GO:0006355; GO:0003677; GO:0016987; GO:0005737,information storage and processing,K,b4293,0.2% glucose (c limitation),0.000338,Balakrishnan et al. 2022,NQ1390,0.3
feoB,GO:0072511; GO:0006826; GO:0005623; GO:0005887; GO:0098711; GO:0042802; GO:0006811; GO:0000166; GO:0006974; GO:0055072; GO:0005886; GO:0016021; GO:0016020; GO:0015093; GO:0005525,metabolism,P,b3409,0.2% glucose (c limitation),3.58e-05,Balakrishnan et al. 2022,NQ1390,0.3
fes,GO:0005623; GO:0033214; GO:0006826; GO:0006811; GO:0005506; GO:0005829; GO:0046214; GO:0055072; GO:0008849; GO:0005737,metabolism,P,b0585,0.2% glucose (c limitation),0.000181,Balakrishnan et al. 2022,NQ1390,0.3
ffh,GO:1990904; GO:0005515; GO:0005829; GO:0005737; GO:0000166; GO:0008312; GO:0006614; GO:0003924; GO:0006612; GO:0048500; GO:0005525; GO:0003723,cellular processes and signaling,U,b2610,0.2% glucose (c limitation),0.000135,Balakrishnan et al. 2022,NQ1390,0.3
fhlA,GO:0005667; GO:0042802; GO:0000986; GO:2000144; GO:0005515; GO:0043565; GO:0008134; GO:0006355; GO:0005829; GO:0005524; GO:0003677; GO:0000166; GO:0000160; GO:0006351,information storage and processing,K,b2731,0.2% glucose (c limitation),6.55e-06,Balakrishnan et al. 2022,NQ1390,0.3
fic,GO:0005829; GO:0005515; GO:0051302; GO:0005524; GO:0000166; GO:0016779; GO:0016740,cellular processes and signaling,T,b3361,0.2% glucose (c limitation),1.09e-05,Balakrishnan et al. 2022,NQ1390,0.3
fimD,GO:0005515; GO:0009279; GO:0016021; GO:0015473; GO:0009297; GO:0016020; GO:0055085,cellular processes and signaling,W,b4317,0.2% glucose (c limitation),9.24e-07,Balakrishnan et al. 2022,NQ1390,0.3
fimH,GO:0043711; GO:0043709; GO:0033644; GO:0005576; GO:0005537; GO:0007155; GO:0005515; GO:0009289,Not Assigned,Not Assigned,b4320,0.2% glucose (c limitation),3.19e-06,Balakrishnan et al. 2022,NQ1390,0.3
fis,GO:0045893; GO:0003700; GO:0001216; GO:0045911; GO:0045892; GO:0044374; GO:0042803; GO:0032993; GO:0032359; GO:0031421; GO:0001217; GO:0001121; GO:0000985; GO:0000976; GO:0009314; GO:0009295; GO:0005737; GO:0005515; GO:0005829; GO:0034401; GO:0000787; GO:0043565; GO:0006355; GO:0003677,information storage and processing,K,b3261,0.2% glucose (c limitation),0.000613,Balakrishnan et al. 2022,NQ1390,0.3
fiu,GO:0044718; GO:0038023; GO:0015344; GO:0055072; GO:0016020; GO:0006811; GO:0042884; GO:0016021; GO:0015891; GO:0015891; GO:0009279,metabolism,P,b0805,0.2% glucose (c limitation),0.000359,Balakrishnan et al. 2022,NQ1390,0.3
fliA,GO:2000142; GO:0010468; GO:0006352; GO:0003700; GO:0001123; GO:0003899; GO:0005829; GO:0005515; GO:0006355; GO:0006355; GO:0003677; GO:0016987; GO:0005737,information storage and processing,K,b1922,0.2% glucose (c limitation),0.00251,Balakrishnan et al. 2022,NQ1390,0.3
flk,GO:0005887; GO:0031224; GO:0010468; GO:0016020; GO:0016021; GO:0005886,Not Assigned,Not Assigned,b2321,0.2% glucose (c limitation),2.67e-05,Balakrishnan et al. 2022,NQ1390,0.3
flu,GO:0016020; GO:0042597; GO:0016021; GO:0009986; GO:0005576; GO:0009279; GO:0009279,Not Assigned,Not Assigned,b2000,0.2% glucose (c limitation),1.63e-05,Balakrishnan et al. 2022,NQ1390,0.3
fmt,GO:0006413; GO:0016742; GO:0016740; GO:0003824; GO:0071951; GO:0009058; GO:0005829; GO:0019988; GO:0006412; GO:0004479,information storage and processing,J,b3288,0.2% glucose (c limitation),0.000204,Balakrishnan et al. 2022,NQ1390,0.3
fnr,GO:0045893; GO:0032993; GO:0001216; GO:0000976; GO:0005829; GO:0071731; GO:0051539; GO:0051536; GO:0046872; GO:0006355; GO:0006355; GO:0003700; GO:0003677; GO:0009061; GO:0005737,cellular processes and signaling,T,b1334,0.2% glucose (c limitation),0.000486,Balakrishnan et al. 2022,NQ1390,0.3
folE,GO:0006729; GO:0005829; GO:0016787; GO:0008152; GO:0003824; GO:0000166; GO:0046872; GO:0046654; GO:0035998; GO:0005525; GO:0008270; GO:0008616; GO:0006730; GO:0005737; GO:0003934,metabolism,H,b2153,0.2% glucose (c limitation),0.000722,Balakrishnan et al. 2022,NQ1390,0.3
fpr,GO:0000166; GO:0005737; GO:0016226; GO:0000303; GO:0071949; GO:0005829; GO:0016491; GO:0042493; GO:0055114; GO:0004324,metabolism,C,b3924,0.2% glucose (c limitation),9.33e-05,Balakrishnan et al. 2022,NQ1390,0.3
frc,GO:0008410; GO:0005829; GO:0016740; GO:0071468; GO:0033611; GO:0033608,metabolism,I,b2374,0.2% glucose (c limitation),6.64e-07,Balakrishnan et al. 2022,NQ1390,0.3
fre,GO:0043085; GO:0030091; GO:0008047; GO:0005829; GO:0006979; GO:0052875; GO:0042602; GO:0055072; GO:0055114; GO:0016491; GO:0006811,metabolism,C,b3844,0.2% glucose (c limitation),0.000213,Balakrishnan et al. 2022,NQ1390,0.3
frr,GO:0006415; GO:0005515; GO:0043023; GO:0002184; GO:0005829; GO:0006412; GO:0005737,information storage and processing,J,b0172,0.2% glucose (c limitation),0.000603,Balakrishnan et al. 2022,NQ1390,0.3
fsr,GO:0005887; GO:0055085; GO:0006974; GO:0005886; GO:0046677; GO:0016021; GO:0016020,metabolism,P,b0479,0.2% glucose (c limitation),4.97e-05,Balakrishnan et al. 2022,NQ1390,0.3
ftp,GO:0071949; GO:0031237; GO:0046872; GO:0016740; GO:0017013; GO:0030288; GO:0005886; GO:0016020,metabolism,H,b2214,0.2% glucose (c limitation),9.17e-06,Balakrishnan et al. 2022,NQ1390,0.3
ftsW,GO:0043093; GO:0016757; GO:0016740; GO:0008955; GO:0071555; GO:0015836; GO:0032153; GO:0016021; GO:0016020; GO:0005887; GO:0015648; GO:0005515; GO:0005886; GO:0051301; GO:0009252; GO:0008360; GO:0007049,cellular processes and signaling,D,b0089,0.2% glucose (c limitation),0.000108,Balakrishnan et al. 2022,NQ1390,0.3
ftsY,GO:0006612; GO:0006605; GO:0005047; GO:0042803; GO:0005515; GO:0019897; GO:0016020; GO:0005886; GO:0005737; GO:0000166; GO:0005829; GO:0031226; GO:0003924; GO:0006614; GO:0005525,cellular processes and signaling,U,b3464,0.2% glucose (c limitation),4.19e-05,Balakrishnan et al. 2022,NQ1390,0.3
fucP,GO:0016020; GO:0015293; GO:0015150; GO:0008643; GO:0055085; GO:0005886; GO:0016021; GO:0006004; GO:0005975; GO:0015518; GO:0015517; GO:0015535; GO:0009679; GO:0015755; GO:0015756; GO:0015757; GO:0015751,metabolism,G,b2801,0.2% glucose (c limitation),6.64e-06,Balakrishnan et al. 2022,NQ1390,0.3
fur,GO:1900705; GO:1900376; GO:0044212; GO:0045893; GO:0043565; GO:0032993; GO:0001217; GO:0001216; GO:0000976; GO:0005829; GO:0046872; GO:0003700; GO:0006355; GO:0008270; GO:0003677; GO:0045892; GO:0005737,metabolism,P,b0683,0.2% glucose (c limitation),0.000918,Balakrishnan et al. 2022,NQ1390,0.3
gabD,GO:0050661; GO:0016620; GO:0102810; GO:0036243; GO:0051289; GO:0005829; GO:0016491; GO:0006807; GO:0004777; GO:0055114; GO:0009013; GO:0009450,metabolism,C,b2661,0.2% glucose (c limitation),6.39e-05,Balakrishnan et al. 2022,NQ1390,0.3
gabP,GO:0055085; GO:0022857; GO:0006995; GO:0090549; GO:0015291; GO:0015812; GO:0015185; GO:0009450; GO:0006974; GO:0005886; GO:0016021; GO:0016020; GO:0006865,metabolism,E,b2663,0.2% glucose (c limitation),1.87e-05,Balakrishnan et al. 2022,NQ1390,0.3
gcd,GO:0005515; GO:0048038; GO:0016614; GO:0016491; GO:0016020; GO:0030288; GO:0019595; GO:0000287; GO:0048039; GO:0070968; GO:0055114; GO:0005886; GO:0016021; GO:0008876,metabolism,G,b0124,0.2% glucose (c limitation),1.78e-05,Balakrishnan et al. 2022,NQ1390,0.3
gcl,GO:0071949; GO:0042802; GO:0016829; GO:0003824; GO:0000287; GO:0030976; GO:0009436; GO:0046296; GO:0009028,metabolism,Q,b0507,0.2% glucose (c limitation),1.62e-06,Balakrishnan et al. 2022,NQ1390,0.3
gcvA,GO:0009411; GO:0043565; GO:0003700; GO:0005829; GO:0006355; GO:0003677; GO:0006351; GO:0005737,information storage and processing,K,b2808,0.2% glucose (c limitation),2.51e-05,Balakrishnan et al. 2022,NQ1390,0.3
gcvH,GO:0005829; GO:0005960; GO:0005737; GO:0031405; GO:0019464,metabolism,E,b2904,0.2% glucose (c limitation),9.07e-05,Balakrishnan et al. 2022,NQ1390,0.3
gcvP,GO:0030170; GO:0019464; GO:0016594; GO:0005960; GO:0016491; GO:0003824; GO:0042802; GO:0006546; GO:0006544; GO:0055114; GO:0005829; GO:0004375,metabolism,E,b2903,0.2% glucose (c limitation),3.01e-05,Balakrishnan et al. 2022,NQ1390,0.3
gcvT,GO:0005829; GO:0016740; GO:0006546; GO:0008483; GO:0019464; GO:0004047; GO:0009257,metabolism,E,b2905,0.2% glucose (c limitation),3.64e-05,Balakrishnan et al. 2022,NQ1390,0.3
ggt,GO:0103068; GO:0102953; GO:0006750; GO:0034722; GO:0006751; GO:0043102; GO:0097264; GO:0008233; GO:0006508; GO:0016746; GO:0016740; GO:0036374; GO:0016787; GO:0006749; GO:0030288; GO:0042597,metabolism,E,b3447,0.2% glucose (c limitation),1.87e-05,Balakrishnan et al. 2022,NQ1390,0.3
glf,GO:0005515; GO:0050660; GO:0005829; GO:0016853; GO:0009103; GO:0008767,cellular processes and signaling,M,b2036,0.2% glucose (c limitation),1.25e-07,Balakrishnan et al. 2022,NQ1390,0.3
glk,GO:0005536; GO:0016740; GO:0016301; GO:0051156; GO:0005829; GO:0016310; GO:0006096; GO:0005524; GO:0000166; GO:0004340; GO:0005737,metabolism,G,b2388,0.2% glucose (c limitation),8.22e-05,Balakrishnan et al. 2022,NQ1390,0.3
glnB,GO:0042304; GO:0005524; GO:0036094; GO:0050790; GO:0042802; GO:0030234; GO:0005829; GO:0006808; GO:0005515; GO:0000166,cellular processes and signaling,T,b2553,0.2% glucose (c limitation),0.000257,Balakrishnan et al. 2022,NQ1390,0.3
